CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,AGE,GENERATION
Ricardo Nguyen,Mr.,4998 Travis Street,Los Angeles,CA,US,90045,0,,Ricardo.Nguyen@excite.co.jp,415-119-3086,Discover,U.S.,22747484,6011014614835700,,15324,65,Baby_Boomers
Ricardo Nguyen,Mr.,4998 Travis Street,Los Angeles,CA,US,90045,0,,Ricardo.Nguyen@excite.co.jp,415-119-3086,Discover,U.S.,22747484,6011514940513690,,15324,65,Baby_Boomers
Ricardo Nguyen,Mr.,4998 Travis Street,Los Angeles,CA,US,90045,0,,Ricardo.Nguyen@excite.co.jp,415-119-3086,Discover,U.S.,22747484,6011475295622920,,15324,65,Baby_Boomers
Daryl Gay,Mr.,2670 Hurry Street,Los Angeles,CA,US,90056,0,,Daryl.Gay@otegami.com,701-145-8191,Master Card,U.S.,22747484,5109220535381390,,15325,79,Baby_Boomers
Daryl Gay,Mr.,2670 Hurry Street,Los Angeles,CA,US,90056,0,,Daryl.Gay@otegami.com,701-145-8191,Master Card,U.S.,22747484,5115675268783970,,15325,79,Baby_Boomers
Daryl Gay,Mr.,2670 Hurry Street,Los Angeles,CA,US,90056,0,,Daryl.Gay@otegami.com,701-145-8191,Master Card,U.S.,22747484,5162238478171300,,15325,79,Baby_Boomers
Daryl Gay,Mr.,2670 Hurry Street,Los Angeles,CA,US,90056,0,,Daryl.Gay@otegami.com,701-145-8191,Master Card,U.S.,22747484,5194983801857860,,15325,79,Baby_Boomers
Luis Obrien,Mr.,4971 Straford Park,Los Angeles,CA,US,90061,0,,Luis.Obrien@ezweb.ne.jp,436-250-4220,American Express,U.S.,22747484,345084629510793,,15326,45,Gen_X
Luis Obrien,Mr.,4971 Straford Park,Los Angeles,CA,US,90061,0,,Luis.Obrien@ezweb.ne.jp,436-250-4220,American Express,U.S.,22747484,377492920815118,,15326,45,Gen_X
Luis Obrien,Mr.,4971 Straford Park,Los Angeles,CA,US,90061,0,,Luis.Obrien@ezweb.ne.jp,436-250-4220,American Express,U.S.,22747484,373780155812757,,15326,45,Gen_X
Anabel Read,Mrs.,1843 Hart Country Lane,Los Angeles,CA,US,90010,0,,Anabel.Read@dbzmail.com,144-735-3031,American Express,U.S.,22747484,373776898245381,,15327,NA,Gen_Z
Anabel Read,Mrs.,1843 Hart Country Lane,Los Angeles,CA,US,90010,0,,Anabel.Read@dbzmail.com,144-735-3031,American Express,U.S.,22747484,341587652844365,,15327,NA,Gen_Z
Anabel Read,Mrs.,1843 Hart Country Lane,Los Angeles,CA,US,90010,0,,Anabel.Read@dbzmail.com,144-735-3031,American Express,U.S.,22747484,347920071719372,,15327,NA,Gen_Z
Anabel Read,Mrs.,1843 Hart Country Lane,Los Angeles,CA,US,90010,0,,Anabel.Read@dbzmail.com,144-735-3031,American Express,U.S.,22747484,342494218930048,,15327,NA,Gen_Z
Rosario Carey,Master.,4711 Cerullo Road,Los Angeles,CA,US,90189,0,,Rosario.Carey@1mile.jp,432-269-4819,Discover,U.S.,22747484,6011346265189430,,15328,46,Gen_X
Rosario Carey,Master.,4711 Cerullo Road,Los Angeles,CA,US,90189,0,,Rosario.Carey@1mile.jp,432-269-4819,Discover,U.S.,22747484,6011265733404070,,15328,46,Gen_X
Jenna Walters,Mrs.,3841 Romrog Way,Los Angeles,CA,US,90044,0,,Jenna.Walters@ezweb.ne.jp,403-451-7588,Diners Club,U.S.,22747484,36234855451046,,15329,71,Baby_Boomers
Inez Gilson,Mrs.,1770 Blackwell Street,Los Angeles,CA,US,90081,0,,Inez.Gilson@dbzmail.com,704-184-7247,Discover,U.S.,22747484,6011190420877980,,15330,26,Gen_Y
Inez Gilson,Mrs.,1770 Blackwell Street,Los Angeles,CA,US,90081,0,,Inez.Gilson@dbzmail.com,704-184-7247,Discover,U.S.,22747484,6011461299318230,,15330,26,Gen_Y
Inez Gilson,Mrs.,1770 Blackwell Street,Los Angeles,CA,US,90081,0,,Inez.Gilson@dbzmail.com,704-184-7247,Discover,U.S.,22747484,6011273584896620,,15330,26,Gen_Y
Inez Gilson,Mrs.,1770 Blackwell Street,Los Angeles,CA,US,90081,0,,Inez.Gilson@dbzmail.com,704-184-7247,Discover,U.S.,22747484,6011968545258240,,15330,26,Gen_Y
Marie Mcmanus,Mrs.,4837 Tator Patch Road,Los Angeles,CA,US,90058,0,,Marie.Mcmanus@drive.co.jp,163-111-8871,American Express,U.S.,22747484,346439178268651,,15331,48,Gen_X
Marie Mcmanus,Mrs.,4837 Tator Patch Road,Los Angeles,CA,US,90058,0,,Marie.Mcmanus@drive.co.jp,163-111-8871,American Express,U.S.,22747484,340507043215027,,15331,48,Gen_X
Marie Mcmanus,Mrs.,4837 Tator Patch Road,Los Angeles,CA,US,90058,0,,Marie.Mcmanus@drive.co.jp,163-111-8871,American Express,U.S.,22747484,348258016120067,,15331,48,Gen_X
Marie Mcmanus,Mrs.,4837 Tator Patch Road,Los Angeles,CA,US,90058,0,,Marie.Mcmanus@drive.co.jp,163-111-8871,American Express,U.S.,22747484,374579055076824,,15331,48,Gen_X
Grace Barrett,Mrs.,3365 Kinney Street,Los Angeles,CA,US,90038,0,,Grace.Barrett@trashymail.com,324-608-3855,Discover,U.S.,22747484,6011980907377930,,15332,22,Gen_Z
Grace Barrett,Mrs.,3365 Kinney Street,Los Angeles,CA,US,90038,0,,Grace.Barrett@trashymail.com,324-608-3855,Discover,U.S.,22747484,6011414124783340,,15332,22,Gen_Z
Cleopatra Mclachlan,Mrs.,1190 Collins Avenue,Los Angeles,CA,US,90040,0,,Cleopatra.Mclachlan@sailormoon.com,367-337-9163,Diners Club,U.S.,22747484,36074605720096,,15333,24,Gen_Y
Cleopatra Mclachlan,Mrs.,1190 Collins Avenue,Los Angeles,CA,US,90040,0,,Cleopatra.Mclachlan@sailormoon.com,367-337-9163,Diners Club,U.S.,22747484,36636679337211,,15333,24,Gen_Y
Cleopatra Mclachlan,Mrs.,1190 Collins Avenue,Los Angeles,CA,US,90040,0,,Cleopatra.Mclachlan@sailormoon.com,367-337-9163,Diners Club,U.S.,22747484,36553038847386,,15333,24,Gen_Y
Cleopatra Mclachlan,Mrs.,1190 Collins Avenue,Los Angeles,CA,US,90040,0,,Cleopatra.Mclachlan@sailormoon.com,367-337-9163,Diners Club,U.S.,22747484,36695979865164,,15333,24,Gen_Y
Cleopatra Mclachlan,Mrs.,1190 Collins Avenue,Los Angeles,CA,US,90040,0,,Cleopatra.Mclachlan@sailormoon.com,367-337-9163,Diners Club,U.S.,22747484,36191427741322,,15333,24,Gen_Y
Catherine Durden,Mrs.,2108 Agriculture Lane,Los Angeles,CA,US,90007,0,,Catherine.Durden@dbzmail.com,561-690-9772,Discover,U.S.,22747484,6011546158442730,,15334,72,Baby_Boomers
Catherine Durden,Mrs.,2108 Agriculture Lane,Los Angeles,CA,US,90007,0,,Catherine.Durden@dbzmail.com,561-690-9772,Discover,U.S.,22747484,6011213226051930,,15334,72,Baby_Boomers
Catherine Durden,Mrs.,2108 Agriculture Lane,Los Angeles,CA,US,90007,0,,Catherine.Durden@dbzmail.com,561-690-9772,Discover,U.S.,22747484,6011271292810360,,15334,72,Baby_Boomers
Catherine Durden,Mrs.,2108 Agriculture Lane,Los Angeles,CA,US,90007,0,,Catherine.Durden@dbzmail.com,561-690-9772,Discover,U.S.,22747484,6011330972183280,,15334,72,Baby_Boomers
Sherron Perry,Mrs.,1159 Howard Street,Los Angeles,CA,US,90051,0,,Sherron.Perry@yahoo.co.jp,244-236-3104,JCB,U.S.,22747484,3528685312735830,,15335,42,Gen_X
Mildred Cobb,Mrs.,2533 Ward Road,Los Angeles,CA,US,90046,0,,Mildred.Cobb@mailinator.com,604-315-8765,Diners Club,U.S.,22747484,36175530017670,,15336,60,Baby_Boomers
Mildred Cobb,Mrs.,2533 Ward Road,Los Angeles,CA,US,90046,0,,Mildred.Cobb@mailinator.com,604-315-8765,Diners Club,U.S.,22747484,36551569961337,,15336,60,Baby_Boomers
Mildred Cobb,Mrs.,2533 Ward Road,Los Angeles,CA,US,90046,0,,Mildred.Cobb@mailinator.com,604-315-8765,Diners Club,U.S.,22747484,36250555037505,,15336,60,Baby_Boomers
Mildred Cobb,Mrs.,2533 Ward Road,Los Angeles,CA,US,90046,0,,Mildred.Cobb@mailinator.com,604-315-8765,Diners Club,U.S.,22747484,36116383313600,,15336,60,Baby_Boomers
Mildred Cobb,Mrs.,2533 Ward Road,Los Angeles,CA,US,90046,0,,Mildred.Cobb@mailinator.com,604-315-8765,Diners Club,U.S.,22747484,36279348905801,,15336,60,Baby_Boomers
Jill Cornell,Mrs.,1996 Lady Bug Drive,Los Angeles,CA,US,90030,0,,Jill.Cornell@docomo.ne.jp,312-580-5186,JCB,U.S.,22747484,3528887184721760,,15337,60,Baby_Boomers
Chana Love,Mrs.,4548 Austin Secret Lane,Los Angeles,CA,US,90045,0,,Chana.Love@kobej.zzn.com,664-377-3558,Discover,U.S.,22747484,6011451314959270,,15338,50,Gen_X
Chana Love,Mrs.,4548 Austin Secret Lane,Los Angeles,CA,US,90045,0,,Chana.Love@kobej.zzn.com,664-377-3558,Discover,U.S.,22747484,6011215770306240,,15338,50,Gen_X
Dolores Wax,Mrs.,941 Nelm Street,Los Angeles,CA,US,90010,0,,Dolores.Wax@t.vodafone.ne.jp,737-302-1883,Discover,U.S.,22747484,6011256895421770,,15339,age-48,Gen_Z
Dixie Gibson,Mrs.,2736 Pheasant Ridge Road,Los Angeles,CA,US,90025,0,,Dixie.Gibson@otegami.com,752-609-8840,VISA,U.S.,22747484,4283799925053070,,15340,80,Baby_Boomers
Rhoda Messier,Mrs.,4099 Sugarfoot Lane,Los Angeles,CA,US,90021,0,,Rhoda.Messier@lycos.com,737-217-8678,Master Card,U.S.,22747484,5154893268849290,,15341,70,Baby_Boomers
Rhoda Messier,Mrs.,4099 Sugarfoot Lane,Los Angeles,CA,US,90021,0,,Rhoda.Messier@lycos.com,737-217-8678,Master Card,U.S.,22747484,5156276997474770,,15341,70,Baby_Boomers
Rhoda Messier,Mrs.,4099 Sugarfoot Lane,Los Angeles,CA,US,90021,0,,Rhoda.Messier@lycos.com,737-217-8678,Master Card,U.S.,22747484,5134422490286530,,15341,70,Baby_Boomers
Rhoda Messier,Mrs.,4099 Sugarfoot Lane,Los Angeles,CA,US,90021,0,,Rhoda.Messier@lycos.com,737-217-8678,Master Card,U.S.,22747484,5188105775331180,,15341,70,Baby_Boomers
Rhoda Messier,Mrs.,4099 Sugarfoot Lane,Los Angeles,CA,US,90021,0,,Rhoda.Messier@lycos.com,737-217-8678,Master Card,U.S.,22747484,5152463927109920,,15341,70,Baby_Boomers
Alan Brown,Mr.,784 Post Farm Road,Los Angeles,CA,US,90077,0,,Alan.Brown@mb.dreammail.ne.jp,754-613-2529,JCB,U.S.,22747484,3528379829784160,,15342,79,Baby_Boomers
Alan Brown,Mr.,784 Post Farm Road,Los Angeles,CA,US,90077,0,,Alan.Brown@mb.dreammail.ne.jp,754-613-2529,JCB,U.S.,22747484,3528942211635880,,15342,79,Baby_Boomers
Alan Brown,Mr.,784 Post Farm Road,Los Angeles,CA,US,90077,0,,Alan.Brown@mb.dreammail.ne.jp,754-613-2529,JCB,U.S.,22747484,3528928958375360,,15342,79,Baby_Boomers
Alan Brown,Mr.,784 Post Farm Road,Los Angeles,CA,US,90077,0,,Alan.Brown@mb.dreammail.ne.jp,754-613-2529,JCB,U.S.,22747484,3528359513351550,,15342,79,Baby_Boomers
Alan Brown,Mr.,784 Post Farm Road,Los Angeles,CA,US,90077,0,,Alan.Brown@mb.dreammail.ne.jp,754-613-2529,JCB,U.S.,22747484,3528668837537850,,15342,79,Baby_Boomers
Anita Siders,Mrs.,3050 Del Dew Drive,Los Angeles,CA,US,90049,0,,Anita.Siders@doramail.com,642-215-9464,JCB,U.S.,22747484,3528598796145150,,15343,age-21,Gen_Z
Anita Siders,Mrs.,3050 Del Dew Drive,Los Angeles,CA,US,90049,0,,Anita.Siders@doramail.com,642-215-9464,JCB,U.S.,22747484,3528612024411940,,15343,age-21,Gen_Z
Charlotte White,Mrs.,3020 Lauren Drive,Los Angeles,CA,US,90007,0,,Charlotte.White@popj.com,110-332-5086,VISA,U.S.,22747484,4666568929299350,,15344,61,Baby_Boomers
Charlotte White,Mrs.,3020 Lauren Drive,Los Angeles,CA,US,90007,0,,Charlotte.White@popj.com,110-332-5086,VISA,U.S.,22747484,4968373524644830,,15344,61,Baby_Boomers
Charlotte White,Mrs.,3020 Lauren Drive,Los Angeles,CA,US,90007,0,,Charlotte.White@popj.com,110-332-5086,VISA,U.S.,22747484,4603802843754940,,15344,61,Baby_Boomers
Charlotte White,Mrs.,3020 Lauren Drive,Los Angeles,CA,US,90007,0,,Charlotte.White@popj.com,110-332-5086,VISA,U.S.,22747484,4635735016432670,,15344,61,Baby_Boomers
Charlotte White,Mrs.,3020 Lauren Drive,Los Angeles,CA,US,90007,0,,Charlotte.White@popj.com,110-332-5086,VISA,U.S.,22747484,4392854012480560,,15344,61,Baby_Boomers
Mike Montanez,Mr.,1061 Farnum Road,Los Angeles,CA,US,90009,0,,Mike.Montanez@pc_run.zzn.com,632-438-4199,Discover,U.S.,22747484,6011539716021150,,15345,55,Baby_Boomers
Mike Montanez,Mr.,1061 Farnum Road,Los Angeles,CA,US,90009,0,,Mike.Montanez@pc_run.zzn.com,632-438-4199,Discover,U.S.,22747484,6011996303629570,,15345,55,Baby_Boomers
Mike Montanez,Mr.,1061 Farnum Road,Los Angeles,CA,US,90009,0,,Mike.Montanez@pc_run.zzn.com,632-438-4199,Discover,U.S.,22747484,6011541214949770,,15345,55,Baby_Boomers
Mike Montanez,Mr.,1061 Farnum Road,Los Angeles,CA,US,90009,0,,Mike.Montanez@pc_run.zzn.com,632-438-4199,Discover,U.S.,22747484,6011420364241550,,15345,55,Baby_Boomers
Alice Boyd,Mrs.,3837 Grove Avenue,Los Angeles,CA,US,90038,0,,Alice.Boyd@lycos.com,165-299-8557,Diners Club,U.S.,22747484,36709014220523,,15346,20,Gen_Z
Alice Boyd,Mrs.,3837 Grove Avenue,Los Angeles,CA,US,90038,0,,Alice.Boyd@lycos.com,165-299-8557,Diners Club,U.S.,22747484,36847660210966,,15346,20,Gen_Z
Darlene White,Mrs.,4278 Pretty View Lane,Los Angeles,CA,US,90041,0,,Darlene.White@1mile.jp,663-614-2278,American Express,U.S.,22747484,372496699928529,,15347,53,Baby_Boomers
Darlene White,Mrs.,4278 Pretty View Lane,Los Angeles,CA,US,90041,0,,Darlene.White@1mile.jp,663-614-2278,American Express,U.S.,22747484,375527342248473,,15347,53,Baby_Boomers
Darlene White,Mrs.,4278 Pretty View Lane,Los Angeles,CA,US,90041,0,,Darlene.White@1mile.jp,663-614-2278,American Express,U.S.,22747484,371945591236169,,15347,53,Baby_Boomers
Darlene White,Mrs.,4278 Pretty View Lane,Los Angeles,CA,US,90041,0,,Darlene.White@1mile.jp,663-614-2278,American Express,U.S.,22747484,343045276511045,,15347,53,Baby_Boomers
Darlene White,Mrs.,4278 Pretty View Lane,Los Angeles,CA,US,90041,0,,Darlene.White@1mile.jp,663-614-2278,American Express,U.S.,22747484,346192139208760,,15347,53,Baby_Boomers
Robt Gaddy,Mr.,487 Nutter Street,Los Angeles,CA,US,90049,0,,Robt.Gaddy@infoseek.jp,171-190-2809,JCB,U.S.,22747484,3528455363342320,,15348,55,Baby_Boomers
Robt Gaddy,Mr.,487 Nutter Street,Los Angeles,CA,US,90049,0,,Robt.Gaddy@infoseek.jp,171-190-2809,JCB,U.S.,22747484,3528208708444670,,15348,55,Baby_Boomers
Carlos Weber,Mr.,1266 Ruckman Road,Los Angeles,CA,US,90010,0,,Carlos.Weber@mini-blog.net,336-649-3172,VISA,U.S.,22747484,4675722267763400,,15349,21,Gen_Z
Carlos Weber,Mr.,1266 Ruckman Road,Los Angeles,CA,US,90010,0,,Carlos.Weber@mini-blog.net,336-649-3172,VISA,U.S.,22747484,4458444585247960,,15349,21,Gen_Z
Carlos Weber,Mr.,1266 Ruckman Road,Los Angeles,CA,US,90010,0,,Carlos.Weber@mini-blog.net,336-649-3172,VISA,U.S.,22747484,4541835229203980,,15349,21,Gen_Z
Carlos Weber,Mr.,1266 Ruckman Road,Los Angeles,CA,US,90010,0,,Carlos.Weber@mini-blog.net,336-649-3172,VISA,U.S.,22747484,4156530171974500,,15349,21,Gen_Z
Bessie White,Mrs.,3545 Woodhill Avenue,Los Angeles,CA,US,90089,0,,Bessie.White@spambob.com,201-211-8162,JCB,U.S.,22747484,3528281095563580,,15350,77,Baby_Boomers
Bessie White,Mrs.,3545 Woodhill Avenue,Los Angeles,CA,US,90089,0,,Bessie.White@spambob.com,201-211-8162,JCB,U.S.,22747484,3528751140241690,,15350,77,Baby_Boomers
Benny Anderson,Mr.,4949 White Avenue,Los Angeles,CA,US,90095,0,,Benny.Anderson@docomo.ne.jp,417-367-4328,Master Card,U.S.,22747484,5140759114689430,,15351,NA,Gen_Z
Benny Anderson,Mr.,4949 White Avenue,Los Angeles,CA,US,90095,0,,Benny.Anderson@docomo.ne.jp,417-367-4328,Master Card,U.S.,22747484,5121754210445140,,15351,NA,Gen_Z
Benny Anderson,Mr.,4949 White Avenue,Los Angeles,CA,US,90095,0,,Benny.Anderson@docomo.ne.jp,417-367-4328,Master Card,U.S.,22747484,5198472957112630,,15351,NA,Gen_Z
Benny Anderson,Mr.,4949 White Avenue,Los Angeles,CA,US,90095,0,,Benny.Anderson@docomo.ne.jp,417-367-4328,Master Card,U.S.,22747484,5192509685783750,,15351,NA,Gen_Z
Bessie Thomas,Mrs.,2914 Victoria Street,Los Angeles,CA,US,90042,0,,Bessie.Thomas@csc.jp,324-293-7361,Diners Club,U.S.,22747484,36650363901331,,15352,27,Gen_Y
Bessie Thomas,Mrs.,2914 Victoria Street,Los Angeles,CA,US,90042,0,,Bessie.Thomas@csc.jp,324-293-7361,Diners Club,U.S.,22747484,36068946244303,,15352,27,Gen_Y
Tammi Patino,Mrs.,1132 Trails End Road,Los Angeles,CA,US,90006,0,,Tammi.Patino@glaystyle.net,141-695-9816,Diners Club,U.S.,22747484,36134991237509,,15353,66,Baby_Boomers
Tammi Patino,Mrs.,1132 Trails End Road,Los Angeles,CA,US,90006,0,,Tammi.Patino@glaystyle.net,141-695-9816,Diners Club,U.S.,22747484,36774528190133,,15353,66,Baby_Boomers
Tammi Patino,Mrs.,1132 Trails End Road,Los Angeles,CA,US,90006,0,,Tammi.Patino@glaystyle.net,141-695-9816,Diners Club,U.S.,22747484,36183120253192,,15353,66,Baby_Boomers
Sherri Jones,Mrs.,1980 Haven Lane,Los Angeles,CA,US,90009,0,,Sherri.Jones@mailinator.com,610-614-9621,Diners Club,U.S.,22747484,36057877713121,,15354,53,Baby_Boomers
Wayne Vineyard,Mr.,47 Thompson Drive,Los Angeles,CA,US,90103,0,,Wayne.Vineyard@spambob.com,743-312-6222,JCB,U.S.,22747484,3528371489581640,,15355,76,Baby_Boomers
Wayne Vineyard,Mr.,47 Thompson Drive,Los Angeles,CA,US,90103,0,,Wayne.Vineyard@spambob.com,743-312-6222,JCB,U.S.,22747484,3528325461157180,,15355,76,Baby_Boomers
Wayne Vineyard,Mr.,47 Thompson Drive,Los Angeles,CA,US,90103,0,,Wayne.Vineyard@spambob.com,743-312-6222,JCB,U.S.,22747484,3528866147958860,,15355,76,Baby_Boomers
Wayne Vineyard,Mr.,47 Thompson Drive,Los Angeles,CA,US,90103,0,,Wayne.Vineyard@spambob.com,743-312-6222,JCB,U.S.,22747484,3528348471224960,,15355,76,Baby_Boomers
Wayne Vineyard,Mr.,47 Thompson Drive,Los Angeles,CA,US,90103,0,,Wayne.Vineyard@spambob.com,743-312-6222,JCB,U.S.,22747484,3528141234714740,,15355,76,Baby_Boomers
Yolanda Cobb,Mrs.,2534 Cardinal Lane,Los Angeles,CA,US,90063,0,,Yolanda.Cobb@ezweb.ne.jp,575-585-8059,Master Card,U.S.,22747484,5178344365667480,,15356,49,Gen_X
Yolanda Cobb,Mrs.,2534 Cardinal Lane,Los Angeles,CA,US,90063,0,,Yolanda.Cobb@ezweb.ne.jp,575-585-8059,Master Card,U.S.,22747484,5131322627911180,,15356,49,Gen_X
Yolanda Cobb,Mrs.,2534 Cardinal Lane,Los Angeles,CA,US,90063,0,,Yolanda.Cobb@ezweb.ne.jp,575-585-8059,Master Card,U.S.,22747484,5104897304641220,,15356,49,Gen_X
Ina Peterson,Mrs.,1061 Jett Lane,Los Angeles,CA,US,90031,0,,Ina.Peterson@mb.dreammail.ne.jp,140-197-3472,VISA,U.S.,22747484,4227175428639990,,15357,age-47,Gen_Z
Edwin Christian,Mr.,3776 Grove Avenue,Los Angeles,CA,US,90010,0,,Edwin.Christian@pc_run.zzn.com,366-488-4090,JCB,U.S.,22747484,3528028313749710,,15358,37,Gen_Y
Thelma Perez,Mrs.,2142 Johnstown Road,Los Angeles,CA,US,90053,0,,Thelma.Perez@tera-hp.net,147-689-2768,Diners Club,U.S.,22747484,36106673794544,,15359,age-33,Gen_Z
Thelma Perez,Mrs.,2142 Johnstown Road,Los Angeles,CA,US,90053,0,,Thelma.Perez@tera-hp.net,147-689-2768,Diners Club,U.S.,22747484,36903319724954,,15359,age-33,Gen_Z
Thelma Perez,Mrs.,2142 Johnstown Road,Los Angeles,CA,US,90053,0,,Thelma.Perez@tera-hp.net,147-689-2768,Diners Club,U.S.,22747484,36134816295195,,15359,age-33,Gen_Z
Jill Ferguson,Mrs.,4527 McDonald Avenue,Los Angeles,CA,US,90032,0,,Jill.Ferguson@meritmail.net,343-473-8221,JCB,U.S.,22747484,3528426619988000,,15360,59,Baby_Boomers
Jill Ferguson,Mrs.,4527 McDonald Avenue,Los Angeles,CA,US,90032,0,,Jill.Ferguson@meritmail.net,343-473-8221,JCB,U.S.,22747484,3528374278408810,,15360,59,Baby_Boomers
Jill Ferguson,Mrs.,4527 McDonald Avenue,Los Angeles,CA,US,90032,0,,Jill.Ferguson@meritmail.net,343-473-8221,JCB,U.S.,22747484,3528672787037620,,15360,59,Baby_Boomers
Jill Ferguson,Mrs.,4527 McDonald Avenue,Los Angeles,CA,US,90032,0,,Jill.Ferguson@meritmail.net,343-473-8221,JCB,U.S.,22747484,3528913947051570,,15360,59,Baby_Boomers
Antonietta Ashby,Mrs.,307 Traders Alley,Los Angeles,CA,US,90027,0,,Antonietta.Ashby@mailinator.com,717-115-1633,Diners Club,U.S.,22747484,36311805937041,,15361,age-18,Gen_Z
Antonietta Ashby,Mrs.,307 Traders Alley,Los Angeles,CA,US,90027,0,,Antonietta.Ashby@mailinator.com,717-115-1633,Diners Club,U.S.,22747484,36097957054228,,15361,age-18,Gen_Z
Tonya Kraft,Mrs.,150 Horizon Circle,Los Angeles,CA,US,90041,0,,Tonya.Kraft@dodgeit.com,317-735-6797,Master Card,U.S.,22747484,5101593329906570,,15362,54,Baby_Boomers
Tonya Kraft,Mrs.,150 Horizon Circle,Los Angeles,CA,US,90041,0,,Tonya.Kraft@dodgeit.com,317-735-6797,Master Card,U.S.,22747484,5161820731996350,,15362,54,Baby_Boomers
Tonya Kraft,Mrs.,150 Horizon Circle,Los Angeles,CA,US,90041,0,,Tonya.Kraft@dodgeit.com,317-735-6797,Master Card,U.S.,22747484,5152626040509620,,15362,54,Baby_Boomers
Tonya Kraft,Mrs.,150 Horizon Circle,Los Angeles,CA,US,90041,0,,Tonya.Kraft@dodgeit.com,317-735-6797,Master Card,U.S.,22747484,5122124296227290,,15362,54,Baby_Boomers
Tonya Kraft,Mrs.,150 Horizon Circle,Los Angeles,CA,US,90041,0,,Tonya.Kraft@dodgeit.com,317-735-6797,Master Card,U.S.,22747484,5178132658307910,,15362,54,Baby_Boomers
Silvia Griffith,Mrs.,2422 Lena Lane,Los Angeles,CA,US,90053,0,,Silvia.Griffith@hotmail.co.jp,302-498-5300,Discover,U.S.,22747484,6011585691841920,,15363,50,Gen_X
Silvia Griffith,Mrs.,2422 Lena Lane,Los Angeles,CA,US,90053,0,,Silvia.Griffith@hotmail.co.jp,302-498-5300,Discover,U.S.,22747484,6011100777223010,,15363,50,Gen_X
Silvia Griffith,Mrs.,2422 Lena Lane,Los Angeles,CA,US,90053,0,,Silvia.Griffith@hotmail.co.jp,302-498-5300,Discover,U.S.,22747484,6011140984698770,,15363,50,Gen_X
Silvia Griffith,Mrs.,2422 Lena Lane,Los Angeles,CA,US,90053,0,,Silvia.Griffith@hotmail.co.jp,302-498-5300,Discover,U.S.,22747484,6011508804352510,,15363,50,Gen_X
Silvia Griffith,Mrs.,2422 Lena Lane,Los Angeles,CA,US,90053,0,,Silvia.Griffith@hotmail.co.jp,302-498-5300,Discover,U.S.,22747484,6011872572669080,,15363,50,Gen_X
Leola Wilson,Mrs.,1543 Green Hill Road,Los Angeles,CA,US,90039,0,,Leola.Wilson@mini-blog.net,444-599-1242,JCB,U.S.,22747484,3528740359361550,,15364,19,Gen_Z
Leola Wilson,Mrs.,1543 Green Hill Road,Los Angeles,CA,US,90039,0,,Leola.Wilson@mini-blog.net,444-599-1242,JCB,U.S.,22747484,3528779591229310,,15364,19,Gen_Z
Leola Wilson,Mrs.,1543 Green Hill Road,Los Angeles,CA,US,90039,0,,Leola.Wilson@mini-blog.net,444-599-1242,JCB,U.S.,22747484,3528631276834920,,15364,19,Gen_Z
Leola Wilson,Mrs.,1543 Green Hill Road,Los Angeles,CA,US,90039,0,,Leola.Wilson@mini-blog.net,444-599-1242,JCB,U.S.,22747484,3528308595619270,,15364,19,Gen_Z
Felipe Howard,Mr.,2279 Bassell Avenue,Los Angeles,CA,US,90015,0,,Felipe.Howard@melmel.tv,344-491-7058,Diners Club,U.S.,22747484,36507386608907,,15365,age-50,Gen_Z
Felipe Howard,Mr.,2279 Bassell Avenue,Los Angeles,CA,US,90015,0,,Felipe.Howard@melmel.tv,344-491-7058,Diners Club,U.S.,22747484,36125621960452,,15365,age-50,Gen_Z
Felipe Howard,Mr.,2279 Bassell Avenue,Los Angeles,CA,US,90015,0,,Felipe.Howard@melmel.tv,344-491-7058,Diners Club,U.S.,22747484,36050437239687,,15365,age-50,Gen_Z
Felipe Howard,Mr.,2279 Bassell Avenue,Los Angeles,CA,US,90015,0,,Felipe.Howard@melmel.tv,344-491-7058,Diners Club,U.S.,22747484,36876333834167,,15365,age-50,Gen_Z
Isaac Clark,Mr.,2608 Virgil Street,Los Angeles,CA,US,90063,0,,Isaac.Clark@kyouin.com,614-124-1974,Diners Club,U.S.,22747484,36244049418561,,15366,57,Baby_Boomers
Isaac Clark,Mr.,2608 Virgil Street,Los Angeles,CA,US,90063,0,,Isaac.Clark@kyouin.com,614-124-1974,Diners Club,U.S.,22747484,36970433214204,,15366,57,Baby_Boomers
Isaac Clark,Mr.,2608 Virgil Street,Los Angeles,CA,US,90063,0,,Isaac.Clark@kyouin.com,614-124-1974,Diners Club,U.S.,22747484,36912296746823,,15366,57,Baby_Boomers
Linda Ford,Mrs.,242 Deercove Drive,Los Angeles,CA,US,90032,0,,Linda.Ford@dodgeit.com,212-210-8530,VISA,U.S.,22747484,4832988842516520,,15367,NA,Gen_Z
Linda Ford,Mrs.,242 Deercove Drive,Los Angeles,CA,US,90032,0,,Linda.Ford@dodgeit.com,212-210-8530,VISA,U.S.,22747484,4364155016624250,,15367,NA,Gen_Z
